State,City,Vehicle_Count,Vehicle_Class,Vehicle_Type,Fuel_Type,Region,Concentration_Type,Concentration_Description
North Carolina,Fort Worth,140,6,Medium Duty,CNG,South,1,Substantially Concentrated
New York,Sandy Springs,108,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Florida,Jackson,94,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Colorado,Durham,23,8,Heavy Duty,EV,West,1,Substantially Concentrated
Arizona,Elgin,132,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Michigan,Fall River,17,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Pennsylvania,Detroit,58,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Washington,Cicero,63,8,Heavy Duty,EV,West,1,Substantially Concentrated
Florida,Cape Coral,68,6,Medium Duty,EV,South,1,Substantially Concentrated
Washington,Lynn,96,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Ohio,San Diego,93,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Texas,Scranton,16,8,Heavy Duty,EV,South,1,Substantially Concentrated
Washington,Corpus Christi,34,8,Heavy Duty,CNG,West,1,Substantially Concentrated
New York,Sandy Springs,27,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
North Carolina,Colorado Springs,86,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Pennsylvania,Austin,47,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
New York,Tacoma,84,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Tennessee,Winston-Salem,25,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Ohio,Fayetteville,17,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
New York,Utica,74,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
New York,Canton,130,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
California,Canton,101,6,Medium Duty,CNG,West,1,Substantially Concentrated
Florida,New York City,17,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
New York,Springfield,95,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Florida,Lancaster,18,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Colorado,Federal Way,145,6,Medium Duty,CNG,West,1,Substantially Concentrated
Pennsylvania,Nashville,133,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Ohio,El Paso,62,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Tennessee,Scottsdale,16,6,Medium Duty,CNG,South,1,Substantially Concentrated
Florida,Ann Arbor,66,8,Heavy Duty,CNG,South,1,Substantially Concentrated
North Carolina,Greensboro,65,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Pennsylvania,Cicero,81,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Michigan,Los Angeles,146,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Georgia,Jacksonville,128,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Michigan,Arlington,81,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Colorado,Plano,66,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Pennsylvania,Canton,107,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Ohio,Seattle,8,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Colorado,Dallas,84,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Illinois,Atlanta,24,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Georgia,Allentown,59,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Texas,Wilmington,5,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
North Carolina,Columbus,109,8,Heavy Duty,EV,South,1,Substantially Concentrated
Michigan,Cleveland,13,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Michigan,Fresno,102,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
North Carolina,Lakewood,26,6,Medium Duty,CNG,South,1,Substantially Concentrated
Ohio,Jackson,137,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
California,Utica,111,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Michigan,Everett,12,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Ohio,Altoona,80,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Tennessee,Denver,61,8,Heavy Duty,EV,South,1,Substantially Concentrated
Washington,Anaheim,95,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Washington,Peoria,60,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
California,Lancaster,87,6,Medium Duty,CNG,West,1,Substantially Concentrated
Ohio,El Paso,102,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Tennessee,Naperville,36,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Texas,Troy,28,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Arizona,Schenectady,76,6,Medium Duty,EV,West,1,Substantially Concentrated
Ohio,Surprise,29,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Washington,Vancouver,55,6,Medium Duty,EV,West,1,Substantially Concentrated
North Carolina,Laredo,77,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
California,Centennial,24,6,Medium Duty,EV,West,1,Substantially Concentrated
Massachusetts,Everett,89,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Ohio,Bakersfield,105,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Ohio,Colorado Springs,25,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Arizona,Syracuse,63,6,Medium Duty,CNG,West,1,Substantially Concentrated
Washington,Sacramento,51,8,Heavy Duty,EV,West,1,Substantially Concentrated
Michigan,Warren,72,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Washington,Tucson,36,8,Heavy Duty,EV,West,1,Substantially Concentrated
Massachusetts,Savannah,138,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Washington,Memphis,131,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
California,Quincy,13,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Illinois,Concord,123,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
California,Orlando,119,8,Heavy Duty,CNG,West,1,Substantially Concentrated
California,Augusta,124,6,Medium Duty,CNG,West,1,Substantially Concentrated
Florida,Schenectady,63,8,Heavy Duty,EV,South,1,Substantially Concentrated
Washington,Lowell,69,8,Heavy Duty,EV,West,1,Substantially Concentrated
New York,Bellevue,46,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
North Carolina,Phoenix,137,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Colorado,Springfield,83,6,Medium Duty,EV,West,1,Substantially Concentrated
Pennsylvania,Tampa,67,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Ohio,Cape Coral,96,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Illinois,Dearborn,131,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
North Carolina,Surprise,78,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Illinois,Parma,23,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Arizona,Hialeah,52,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Massachusetts,Boston,126,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
California,Jacksonville,29,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Colorado,Fort Collins,135,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Georgia,Greensboro,146,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
California,Bakersfield,23,6,Medium Duty,CNG,West,1,Substantially Concentrated
Texas,Erie,67,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Illinois,Arlington,40,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Washington,Cleveland,94,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Ohio,Parma,67,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
California,Erie,12,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Illinois,Centennial,55,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Ohio,Elgin,125,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Colorado,Macon,50,6,Medium Duty,EV,West,1,Substantially Concentrated
Washington,Troy,121,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Arizona,Concord,82,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Pennsylvania,Fayetteville,110,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
North Carolina,Columbus,65,8,Heavy Duty,EV,South,1,Substantially Concentrated
Arizona,Orlando,99,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Washington,Spokane Valley,135,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
California,Cary,36,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Georgia,Syracuse,22,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Texas,Oakland,142,8,Heavy Duty,EV,South,1,Substantially Concentrated
Ohio,Yonkers,53,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
North Carolina,Cambridge,44,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Michigan,Athens,94,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
California,Anaheim,91,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Washington,Tacoma,48,6,Medium Duty,CNG,West,1,Substantially Concentrated
Massachusetts,Livonia,42,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Georgia,Dearborn,132,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Arizona,Detroit,48,6,Medium Duty,EV,West,1,Substantially Concentrated
Ohio,Laredo,19,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
North Carolina,Nashville,80,8,Heavy Duty,EV,South,1,Substantially Concentrated
Florida,Rockford,109,8,Heavy Duty,EV,South,1,Substantially Concentrated
Tennessee,Buffalo,142,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Colorado,Fort Lauderdale,141,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Washington,Charlotte,97,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Colorado,Wilmington,57,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Illinois,Tucson,137,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Michigan,Pueblo,33,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Georgia,Erie,38,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Texas,Knoxville,19,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Colorado,Lansing,128,6,Medium Duty,EV,West,1,Substantially Concentrated
Florida,Utica,113,8,Heavy Duty,EV,South,1,Substantially Concentrated
Michigan,Arlington,105,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Georgia,Vancouver,94,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
North Carolina,Rockford,17,6,Medium Duty,CNG,South,1,Substantially Concentrated
Florida,Lowell,109,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Texas,Athens,54,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Texas,Arvada,94,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Florida,Clarksville,66,8,Heavy Duty,EV,South,1,Substantially Concentrated
Illinois,Tucson,129,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Pennsylvania,Dearborn,129,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Massachusetts,Scottsdale,49,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
North Carolina,Schenectady,87,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Massachusetts,Akron,5,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Ohio,Arvada,62,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Arizona,Phoenix,87,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Florida,Surprise,40,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Florida,Waukegan,33,8,Heavy Duty,EV,South,1,Substantially Concentrated
Florida,Kent,10,6,Medium Duty,CNG,South,1,Substantially Concentrated
Florida,Reading,92,8,Heavy Duty,CNG,South,1,Substantially Concentrated
North Carolina,Denver,51,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Arizona,Westminster,143,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Pennsylvania,Utica,86,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
California,Vancouver,65,6,Medium Duty,EV,West,1,Substantially Concentrated
Florida,Hialeah,14,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Colorado,Chicago,107,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Colorado,Knoxville,101,6,Medium Duty,EV,West,1,Substantially Concentrated
Washington,Warren,143,6,Medium Duty,EV,West,1,Substantially Concentrated
Massachusetts,Greensboro,139,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Texas,Renton,79,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Colorado,Pueblo,67,8,Heavy Duty,CNG,West,1,Substantially Concentrated
North Carolina,Arvada,135,6,Medium Duty,EV,South,1,Substantially Concentrated
North Carolina,Port St. Lucie,143,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Texas,Dallas,108,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Massachusetts,Grand Rapids,22,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Arizona,Lowell,18,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Texas,Reading,139,6,Medium Duty,CNG,South,1,Substantially Concentrated
New York,Joliet,42,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Massachusetts,San Francisco,72,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Georgia,Fayetteville,40,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Tennessee,San Diego,13,8,Heavy Duty,EV,South,1,Substantially Concentrated
Michigan,San Diego,130,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Pennsylvania,Lorain,20,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Florida,Miami,109,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Colorado,Aurora,111,6,Medium Duty,EV,West,1,Substantially Concentrated
Illinois,Colorado Springs,25,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
North Carolina,Clarksville,43,8,Heavy Duty,CNG,South,1,Substantially Concentrated
North Carolina,San Diego,87,8,Heavy Duty,EV,South,1,Substantially Concentrated
California,Centennial,101,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Texas,Albany,12,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Pennsylvania,San Jose,66,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Texas,Pueblo,67,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
California,Centennial,24,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Texas,Charlotte,50,8,Heavy Duty,EV,South,1,Substantially Concentrated
Illinois,Mesa,75,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
New York,Bakersfield,75,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Pennsylvania,Cicero,48,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
New York,Arlington,60,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Arizona,Long Beach,74,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Michigan,Boston,81,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
New York,Harrisburg,36,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
New York,Durham,113,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Arizona,Jackson,15,6,Medium Duty,CNG,West,1,Substantially Concentrated
Tennessee,Memphis,14,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
California,Miami,18,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
California,Albany,40,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Illinois,Jacksonville,66,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Arizona,Scranton,30,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Massachusetts,Winston-Salem,7,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Tennessee,Newton,73,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Washington,Lorain,90,6,Medium Duty,EV,West,1,Substantially Concentrated
Ohio,Nashville,100,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Washington,Long Beach,114,6,Medium Duty,CNG,West,1,Substantially Concentrated
Florida,Rochester,95,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Massachusetts,Miami,76,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Massachusetts,Spokane Valley,63,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Michigan,Charlotte,65,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Illinois,Livonia,106,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Colorado,Reading,118,6,Medium Duty,EV,West,1,Substantially Concentrated
Florida,Altoona,9,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Colorado,Youngstown,24,6,Medium Duty,CNG,West,1,Substantially Concentrated
Tennessee,Cincinnati,12,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Washington,Arlington,127,6,Medium Duty,CNG,West,1,Substantially Concentrated
Tennessee,Buffalo,117,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Illinois,Albany,93,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Michigan,Oakland,111,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Florida,Spokane,136,8,Heavy Duty,EV,South,1,Substantially Concentrated
New York,Chattanooga,125,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Arizona,Los Angeles,69,6,Medium Duty,CNG,West,1,Substantially Concentrated
Colorado,Grand Rapids,117,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Michigan,Altoona,94,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Michigan,Cincinnati,34,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Massachusetts,Oakland,148,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Illinois,Bartlett,74,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
California,Springfield,138,6,Medium Duty,CNG,West,1,Substantially Concentrated
Michigan,Tampa,89,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Pennsylvania,Macon,94,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
North Carolina,Laredo,69,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Tennessee,Troy,11,6,Medium Duty,CNG,South,1,Substantially Concentrated
New York,Arlington,130,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Colorado,Miami,93,8,Heavy Duty,EV,West,1,Substantially Concentrated
Texas,Scottsdale,52,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Pennsylvania,San Jose,62,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Florida,Boston,17,6,Medium Duty,CNG,South,1,Substantially Concentrated
Florida,Nashville,136,8,Heavy Duty,EV,South,1,Substantially Concentrated
New York,Glendale,147,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
North Carolina,Fresno,84,6,Medium Duty,EV,South,1,Substantially Concentrated
California,Tallahassee,148,6,Medium Duty,CNG,West,1,Substantially Concentrated
Pennsylvania,Utica,120,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Texas,Gilbert,65,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Colorado,El Paso,59,8,Heavy Duty,EV,West,1,Substantially Concentrated
Massachusetts,Kent,105,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Michigan,Mesa,105,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Ohio,Thornton,58,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Pennsylvania,Sterling Heights,24,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Arizona,Grand Rapids,73,6,Medium Duty,CNG,West,1,Substantially Concentrated
Texas,Lorain,123,8,Heavy Duty,EV,South,1,Substantially Concentrated
Tennessee,Tucson,91,8,Heavy Duty,EV,South,1,Substantially Concentrated
Ohio,Fort Collins,78,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
California,Elgin,74,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Michigan,Bartlett,14,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
New York,Lancaster,121,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Tennessee,Cambridge,141,8,Heavy Duty,EV,South,1,Substantially Concentrated
